product_code,name,description,title,artist_code,product_type_code,format,unit_price,unit_cost,status,created,last_updated
150397,CHE013 Sferics entitlement jury,AL MCA CHE013 Sferics entitlement jury,Sferics entitlement jury,CHE013,AL,MCA,4.39,2.2672,AC,2005-06-07 20:04:19.000,2006-11-12 11:55:34.000
150508,HUF001 Perverb microgreens,CJ AB-ACD HUF001 Perverb microgreens,Perverb microgreens,HUF001,CJ,AB-ACD,2.79,1.3351,WD,2006-05-22 15:43:25.000,2005-08-06 18:06:54.000
150902,CAR026 Sorts pyknic.,BV xVid CAR026 Sorts pyknic.,Sorts pyknic.,CAR026,BV,xVid,4.09,1.8227,AC,2005-08-09 14:01:50.000,2006-07-23 04:15:32.000
151079,CLA017 Point-blank terms,AI AB-ACD CLA017 Point-blank terms,Point-blank terms,CLA017,AI,AB-ACD,2.39,1.3351,IN,2006-09-20 14:30:02.000,2005-08-31 12:00:07.000
151235,ADR001 Pitch modifiers,AJ MPEG-4 ADR001 Pitch modifiers,Pitch modifiers,ADR001,AJ,MPEG-4,7.19,3.6609,AC,2006-03-23 21:39:47.000,2005-10-09 06:35:25.000
151885,CHA020 Misomusist weeds,CA HMC CHA020 Misomusist weeds,Misomusist weeds,CHA020,CA,HMC,3.39,1.5089,AC,2007-03-15 15:52:19.000,2006-05-28 13:01:13.000
151938,JER002 Sub spifflicate,BC DVD-5 JER002 Sub spifflicate,Sub spifflicate,JER002,BC,DVD-5,8.29,4.8076,AC,2006-12-18 09:48:51.000,2006-01-30 09:41:34.000
152412,AGN001 Far meeting cater-cornered,BD ALS AGN001 Far meeting cater-cornered,Far meeting cater-cornered,AGN001,BD,ALS,1.09,0.4883,AC,2006-05-11 11:28:53.000,2007-01-09 12:47:49.000
153001,CHR020 Protologism bacon,BL DV CHR020 Protologism bacon,Protologism bacon,CHR020,BL,DV,6.19,3.6391,AC,2005-12-19 06:23:02.000,2005-07-15 18:55:44.000
153389,JAD003 Bonzer envirocrime,BV H.264 JAD003 Bonzer envirocrime,Bonzer envirocrime,JAD003,BV,H.264,0.69,0.1866,AC,2005-12-15 04:15:35.000,2005-07-21 05:03:48.000
154319,PIN001 Circular asymmetrical,AW AB-Z3 PIN001 Circular asymmetrical,Circular asymmetrical,PIN001,AW,AB-Z3,1.59,0.8474,AC,2007-01-15 06:08:20.000,2006-02-15 09:17:23.000
154478,SEB001 Robinson kangaroo,AH H.264 SEB001 Robinson kangaroo,Robinson kangaroo,SEB001,AH,H.264,0.79,0.1866,AC,2007-01-02 11:41:00.000,2006-03-08 00:57:55.000
154517,"HOY001 Hat me, nassa","AH HSMP HOY001 Hat me, nassa","Hat me, nassa",HOY001,AH,HSMP,0.79,0.4074,AC,2006-05-27 20:00:05.000,2006-09-16 18:14:06.000
155687,ADE001 Diddler gadget,BT ALS ADE001 Diddler gadget,Diddler gadget,ADE001,BT,ALS,0.89,0.4883,AC,2006-06-06 11:36:11.000,2005-07-31 03:47:48.000
155959,LAU001 Digital cop-out,AT MCA LAU001 Digital cop-out,Digital cop-out,LAU001,AT,MCA,3.99,2.2672,AC,2006-02-07 18:15:03.000,2006-10-26 10:43:08.000
156563,JER005 Uppers fuzz.,AB MPEG-1 JER005 Uppers fuzz.,Uppers fuzz.,JER005,AB,MPEG-1,2.79,1.5744,AC,2006-04-16 18:33:45.000,2006-04-20 00:45:29.000
156718,JAC003 Sub egregious,AV HA JAC003 Sub egregious,Sub egregious,JAC003,AV,HA,2.19,0.9544,QC,2006-02-13 09:08:25.000,2007-01-28 20:49:07.000
156824,JAY009 Down econophysics,BV HA JAY009 Down econophysics,Down econophysics,JAY009,BV,HA,2.29,0.9544,AC,2007-02-23 19:11:04.000,2006-06-05 05:58:04.000
157538,CHO001 Fire gaming,BX HMC CHO001 Fire gaming,Fire gaming,CHO001,BX,HMC,3.09,1.5089,AC,2007-03-24 18:59:29.000,2006-12-20 19:04:50.000
157611,JAL001 Loblolly catoptromancy,BA MPEG-1 JAL001 Loblolly catoptromancy,Loblolly catoptromancy,JAL001,BA,MPEG-1,2.59,1.5744,AC,2006-11-24 12:48:07.000,2006-09-27 19:48:52.000
158263,JOE001 Kilometre blairism,CI ALS JOE001 Kilometre blairism,Kilometre blairism,JOE001,CI,ALS,0.59,0.4883,IN,2006-07-19 20:25:48.000,2005-09-10 17:44:27.000
159959,RAI001 Bint bear edacious,CJ DVD-5 RAI001 Bint bear edacious,Bint bear edacious,RAI001,CJ,DVD-5,7.79,4.8076,AC,2006-09-28 21:00:06.000,2006-11-06 08:29:43.000
160513,HUD002 Orismology envision,BS DSD HUD002 Orismology envision,Orismology envision,HUD002,BS,DSD,5.39,2.4286,AC,2005-08-22 04:13:04.000,2006-12-15 17:50:32.000
161029,LUC002 Or maritorious,BZ DV LUC002 Or maritorious,Or maritorious,LUC002,BZ,DV,6.19,3.6391,AC,2005-05-27 11:07:41.000,2005-08-09 18:40:35.000
161132,CEC003 Mayfair followed,CL DVD-10 CEC003 Mayfair followed,Mayfair followed,CEC003,CL,DVD-10,10.39,5.9432,AC,2005-10-07 02:16:04.000,2006-02-05 08:44:09.000
161334,HOW001 Gry electroclash,BA DV HOW001 Gry electroclash,Gry electroclash,HOW001,BA,DV,5.89,3.6391,AC,2006-04-18 12:25:57.000,2005-12-13 08:36:15.000
162043,NIC001 Jazz slubberdegullion,AV DV NIC001 Jazz slubberdegullion,Jazz slubberdegullion,NIC001,AV,DV,5.79,3.6391,AC,2006-02-28 23:13:34.000,2006-12-19 21:44:11.000
162158,CLO002 Going houghmagandy,BP DVD-18 CLO002 Going houghmagandy,Going houghmagandy,CLO002,BP,DVD-18,10.89,6.3542,AC,2007-02-21 03:40:34.000,2006-04-29 17:50:23.000
162178,CHA016 Nepenthes trek,BF ALS CHA016 Nepenthes trek,Nepenthes trek,CHA016,BF,ALS,1.09,0.4883,AC,2006-01-30 20:55:19.000,2007-04-17 05:00:56.000
162183,JEM001 Qt deipnosophist,BY BSMP JEM001 Qt deipnosophist,Qt deipnosophist,JEM001,BY,BSMP,0.89,0.4744,IN,2005-06-24 08:23:03.000,2006-06-17 02:38:54.000
162376,JOH005 Musterdevillers cleanskin,BL Sorenson JOH005 Musterdevillers cleanskin,Musterdevillers cleanskin,JOH005,BL,Sorenson,6.29,3.6462,AC,2007-03-29 17:10:57.000,2006-07-18 21:06:48.000
162717,CAS004 Costus ketchup hook,AH 3GPP CAS004 Costus ketchup hook,Costus ketchup hook,CAS004,AH,3GPP,2.89,1.6078,IN,2005-06-23 10:28:12.000,2007-01-11 13:09:58.000
162982,IND002 Beyond hatter,AP DVD-10 IND002 Beyond hatter,Beyond hatter,IND002,AP,DVD-10,10.09,5.9432,AC,2005-10-28 19:59:43.000,2006-05-06 12:18:23.000
163309,HOL001 From ichthyophagous,BV MPEG-2 HOL001 From ichthyophagous,From ichthyophagous,HOL001,BV,MPEG-2,5.79,3.0547,AC,2007-03-29 12:06:30.000,2006-07-02 17:11:41.000
163592,CIE003 Yehudi they,CI AB-CG CIE003 Yehudi they,Yehudi they,CIE003,CI,AB-CG,1.69,1.1392,AC,2007-02-03 03:05:06.000,2006-03-10 14:45:20.000
163646,AUR001 Steganography skimmington duck!,AT Sorenson AUR001 Steganography skimmington duck!,Steganography skimmington duck!,AUR001,AT,Sorenson,6.09,3.6462,AC,2006-05-07 15:39:57.000,2007-04-16 09:29:16.000
164691,CHA018 Drakes britannia,BA MPEG-2 CHA018 Drakes britannia,Drakes britannia,CHA018,BA,MPEG-2,5.99,3.0547,AC,2006-07-29 17:42:34.000,2006-01-18 17:27:45.000
164926,CHA010 Phobia bell,CE DSD CHA010 Phobia bell,Phobia bell,CHA010,CE,DSD,5.39,2.4286,AC,2007-04-11 05:56:23.000,2006-11-23 10:27:18.000
165046,AME001 Toad-eater street,BZ divX AME001 Toad-eater street,Toad-eater street,AME001,BZ,divX,4.59,2.5968,AC,2005-06-19 01:49:57.000,2007-02-18 05:07:15.000
165499,AND001 Guiser halloween case,AL HMC AND001 Guiser halloween case,Guiser halloween case,AND001,AL,HMC,2.79,1.5089,AC,2006-08-02 07:59:04.000,2006-01-08 21:00:39.000
165718,HOL002 Salmagundi dry,BG H.264 HOL002 Salmagundi dry,Salmagundi dry,HOL002,BG,H.264,0.69,0.1866,AC,2006-11-07 16:25:27.000,2006-07-22 22:27:07.000
165775,JOB002 Dinkum plurals,BY DVD-18 JOB002 Dinkum plurals,Dinkum plurals,JOB002,BY,DVD-18,10.89,6.3542,AC,2007-01-16 23:46:54.000,2005-12-13 11:25:34.000
165968,JOH004 Court horsefeathers,BQ HA JOH004 Court horsefeathers,Court horsefeathers,JOH004,BQ,HA,2.29,0.9544,AC,2006-09-27 18:05:40.000,2006-05-21 16:41:54.000
166578,JOH001 Affluence new,AR HSMP JOH001 Affluence new,Affluence new,JOH001,AR,HSMP,1.09,0.4074,AC,2005-07-05 02:09:45.000,2007-01-01 09:56:39.000
166686,ARA001 Grockle grey,CL HMCS ARA001 Grockle grey,Grockle grey,ARA001,CL,HMCS,1.69,0.9146,IN,2006-09-15 05:30:08.000,2006-07-17 21:34:49.000
167003,VEL001 Lottery carbon,BF HSMP VEL001 Lottery carbon,Lottery carbon,VEL001,BF,HSMP,0.69,0.4074,IN,2006-06-28 08:06:30.000,2006-06-22 15:11:22.000
167035,CAY001 Language hundred,AN AB-Z3 CAY001 Language hundred,Language hundred,CAY001,AN,AB-Z3,1.99,0.8474,AC,2005-12-23 05:02:15.000,2006-11-07 21:46:26.000
167346,"ALI003 Mccoy, bant","CK xVid ALI003 Mccoy, bant","Mccoy, bant",ALI003,CK,xVid,3.89,1.8227,AC,2007-04-10 15:40:59.000,2006-05-07 02:13:19.000
167788,CIN002 Grief jackalope,BI HMC CIN002 Grief jackalope,Grief jackalope,CIN002,BI,HMC,3.29,1.5089,AC,2005-12-03 10:19:39.000,2005-12-31 21:54:32.000
167862,ROM001 Church metoposcopist orexin,AY DVD-10 ROM001 Church metoposcopist orexin,Church metoposcopist orexin,ROM001,AY,DVD-10,9.79,5.9432,AC,2005-09-11 19:44:11.000,2006-09-23 14:43:16.000
168275,HUM001 Umami maria,BC H.264 HUM001 Umami maria,Umami maria,HUM001,BC,H.264,0.49,0.1866,AC,2007-04-01 06:54:03.000,2005-08-18 00:30:36.000
168308,JER011 Somebody’s e-day,CA HMC JER011 Somebody’s e-day,Somebody’s e-day,JER011,CA,HMC,3.29,1.5089,AC,2006-05-22 13:04:07.000,2005-12-11 03:10:40.000
168696,CHA018 Tea biomusicology,AD xVid CHA018 Tea biomusicology,Tea biomusicology,CHA018,AD,xVid,4.09,1.8227,AC,2006-12-27 00:58:41.000,2006-09-23 13:38:25.000
169068,HOL002 Mayfair origins education,AV MPEG-1 HOL002 Mayfair origins education,Mayfair origins education,HOL002,AV,MPEG-1,2.99,1.5744,AC,2006-07-30 02:10:45.000,2006-12-10 00:32:45.000
169395,CIC001 Hunky-dory swan,CA DV CIC001 Hunky-dory swan,Hunky-dory swan,CIC001,CA,DV,5.79,3.6391,AC,2006-03-23 10:13:44.000,2007-04-11 01:38:55.000
169403,CLA004 Cedar aerotropolis sennight,CF SACD CLA004 Cedar aerotropolis sennight,Cedar aerotropolis sennight,CLA004,CF,SACD,6.99,3.2358,AC,2006-05-12 20:04:22.000,2006-12-07 10:01:41.000
169793,AND001 At bootless,BD DVD-9 AND001 At bootless,At bootless,AND001,BD,DVD-9,9.29,5.0642,AC,2007-02-07 00:27:07.000,2005-10-23 12:17:31.000
170362,DEN002 Hops settle,CL AB-Z3 DEN002 Hops settle,Hops settle,DEN002,CL,AB-Z3,1.99,0.8474,AC,2006-04-13 01:42:59.000,2006-09-13 14:03:28.000
170418,CHR018 Placeshifting shirttail,AE SACD CHR018 Placeshifting shirttail,Placeshifting shirttail,CHR018,AE,SACD,7.09,3.2358,AC,2005-07-29 04:14:51.000,2006-09-22 12:17:52.000
170823,CHR002 Mimsy bowdlerise,CG AB-CG CHR002 Mimsy bowdlerise,Mimsy bowdlerise,CHR002,CG,AB-CG,1.99,1.1392,AC,2005-08-30 14:16:11.000,2006-06-18 19:20:01.000
171219,JON001 Locker point-blank,AY divX JON001 Locker point-blank,Locker point-blank,JON001,AY,divX,4.89,2.5968,AC,2006-03-20 20:00:20.000,2005-09-12 06:21:48.000
171312,CAR014 Damn school,BU ALS CAR014 Damn school,Damn school,CAR014,BU,ALS,0.69,0.4883,AC,2005-10-11 09:54:20.000,2005-07-17 10:38:22.000
171516,BLA001 Lipogrammatist economy,BR ACD BLA001 Lipogrammatist economy,Lipogrammatist economy,BLA001,BR,ACD,6.39,3.6965,AC,2007-03-24 14:59:31.000,2006-09-21 21:19:58.000
171731,INE001 Intranet deray,AS AB-Z3 INE001 Intranet deray,Intranet deray,INE001,AS,AB-Z3,2.09,0.8474,IN,2007-03-03 08:50:05.000,2006-10-03 02:14:30.000
172011,JER006 Commentariat gunner’s,BJ AB-CG JER006 Commentariat gunner’s,Commentariat gunner’s,JER006,BJ,AB-CG,2.19,1.1392,AC,2005-07-26 12:54:37.000,2006-10-12 01:08:26.000
173978,CHA016 Synaesthete blivet,AE DVD-9 CHA016 Synaesthete blivet,Synaesthete blivet,CHA016,AE,DVD-9,9.29,5.0642,AC,2005-09-08 06:52:10.000,2005-11-26 01:27:08.000
174781,"ABE001 Dopp catoptromancy in,","AW H.264 ABE001 Dopp catoptromancy in,","Dopp catoptromancy in,",ABE001,AW,H.264,0.49,0.1866,AC,2007-02-25 21:06:46.000,2005-08-09 14:24:59.000
174946,CHO001 None e,AK DVD-18 CHO001 None e,None e,CHO001,AK,DVD-18,10.99,6.3542,AC,2006-01-24 04:35:15.000,2006-12-12 18:53:42.000
174955,CHA010 Easy arms,BO 3GPP CHA010 Easy arms,Easy arms,CHA010,BO,3GPP,2.69,1.6078,AC,2007-04-01 17:44:23.000,2005-07-21 09:48:05.000
174962,LUC002 Coventry rock,AK Sorenson LUC002 Coventry rock,Coventry rock,LUC002,AK,Sorenson,5.99,3.6462,AC,2005-12-02 17:30:16.000,2006-11-12 06:13:38.000
175757,CAR015 Blackbirding hatband,BT ALS CAR015 Blackbirding hatband,Blackbirding hatband,CAR015,BT,ALS,0.89,0.4883,AC,2005-06-24 17:41:19.000,2007-03-01 21:31:28.000
176741,JAM005 Put sheep,CH BSMP JAM005 Put sheep,Put sheep,JAM005,CH,BSMP,0.99,0.4744,AC,2006-03-29 10:22:37.000,2007-02-28 10:25:07.000
177037,CLA005 Awe e-,AJ DVD-18 CLA005 Awe e-,Awe e-,CLA005,AJ,DVD-18,10.79,6.3542,AC,2006-07-10 21:36:11.000,2005-10-30 04:59:10.000
177117,HOW001 Histories drum,BQ DVD-5 HOW001 Histories drum,Histories drum,HOW001,BQ,DVD-5,8.39,4.8076,AC,2005-07-28 14:33:38.000,2005-10-31 11:57:10.000
177147,JAI002 Termagant join,CK BSMP JAI002 Termagant join,Termagant join,JAI002,CK,BSMP,1.09,0.4744,AC,2006-07-16 16:42:34.000,2005-08-07 22:15:08.000
177229,"JOL001 Garbage dutch,","BM xVid JOL001 Garbage dutch,","Garbage dutch,",JOL001,BM,xVid,4.09,1.8227,IN,2005-07-02 05:06:37.000,2005-11-01 06:49:41.000
177233,LIA001 Mighty cloud,BV DSD LIA001 Mighty cloud,Mighty cloud,LIA001,BV,DSD,5.29,2.4286,AC,2007-01-24 21:41:56.000,2006-03-02 13:49:02.000
177304,HUM002 Haberdasher experience metonymy,CC DVD-10 HUM002 Haberdasher experience metonymy,Haberdasher experience metonymy,HUM002,CC,DVD-10,10.09,5.9432,AC,2006-01-28 04:17:08.000,2005-08-16 22:17:56.000
177316,CLA017 Followed friend,BN MPEG-1 CLA017 Followed friend,Followed friend,CLA017,BN,MPEG-1,2.79,1.5744,AC,2006-01-11 14:53:31.000,2005-08-17 15:08:59.000
177487,CLA004 Pareidolia picnic,AC RA CLA004 Pareidolia picnic,Pareidolia picnic,CLA004,AC,RA,0.99,0.2795,AC,2006-08-19 12:18:40.000,2006-08-15 18:46:49.000
178507,CHA003 And faze,CI AB-CG CHA003 And faze,And faze,CHA003,CI,AB-CG,1.79,1.1392,AC,2006-04-02 10:47:12.000,2006-02-18 05:36:05.000
178838,HUM002 Shake linguistic,BW HMCS HUM002 Shake linguistic,Shake linguistic,HUM002,BW,HMCS,1.89,0.9146,AC,2006-01-28 18:59:20.000,2005-11-16 14:54:57.000
179344,AMO001 Theodolite bridle,AP DVD-10 AMO001 Theodolite bridle,Theodolite bridle,AMO001,AP,DVD-10,10.09,5.9432,AC,2006-03-25 02:20:56.000,2006-11-13 09:50:21.000
179477,CHA003 Symbols slang milquetoast,AZ HMC CHA003 Symbols slang milquetoast,Symbols slang milquetoast,CHA003,AZ,HMC,2.99,1.5089,AC,2007-01-05 19:34:38.000,2006-11-26 00:46:24.000
179512,APO001 Murphy’s troll into,CG DVD-5 APO001 Murphy’s troll into,Murphy’s troll into,APO001,CG,DVD-5,8.09,4.8076,AC,2006-10-08 12:03:21.000,2007-02-03 21:14:25.000
179836,ANN001 Weather nitnoid,CD xVid ANN001 Weather nitnoid,Weather nitnoid,ANN001,CD,xVid,4.19,1.8227,AC,2005-11-26 11:15:12.000,2006-01-07 00:52:37.000
180185,JEM001 Well grass,AN ALS JEM001 Well grass,Well grass,JEM001,AN,ALS,1.09,0.4883,AC,2006-02-02 08:04:02.000,2007-02-03 20:15:31.000
180245,CAR012 Skulduggery rabbit,CH DV CAR012 Skulduggery rabbit,Skulduggery rabbit,CAR012,CH,DV,6.29,3.6391,AC,2006-12-14 13:32:56.000,2006-11-04 09:45:25.000
180285,CAR016 Pear-shaped swamper,BF DVD-5 CAR016 Pear-shaped swamper,Pear-shaped swamper,CAR016,BF,DVD-5,7.99,4.8076,AC,2007-01-31 23:02:52.000,2005-07-22 08:28:13.000
180315,CAT001 Hebesphenomegacorona there’s,AB ALS CAT001 Hebesphenomegacorona there’s,Hebesphenomegacorona there’s,CAT001,AB,ALS,0.69,0.4883,AC,2006-01-28 01:41:45.000,2007-03-19 07:42:10.000
180405,CAR017 Dull freecycling,BQ AB-CG CAR017 Dull freecycling,Dull freecycling,CAR017,BQ,AB-CG,2.09,1.1392,AC,2007-02-21 21:21:20.000,2006-10-08 21:06:34.000
180423,AUR001 Hunker welkin,AJ HMCS AUR001 Hunker welkin,Hunker welkin,AUR001,AJ,HMCS,1.69,0.9146,AC,2006-03-24 17:17:04.000,2006-10-06 08:29:01.000
181304,HIR001 Pyknic. daylight higgler,AJ SACD HIR001 Pyknic. daylight higgler,Pyknic. daylight higgler,HIR001,AJ,SACD,6.79,3.2358,AC,2006-12-30 08:18:37.000,2006-05-09 14:34:54.000
181655,CLA016 To triple-drug,CC DVD-10 CLA016 To triple-drug,To triple-drug,CLA016,CC,DVD-10,10.39,5.9432,AC,2007-03-07 05:00:25.000,2007-01-19 01:50:18.000
181658,GRA001 Weeds clam,BQ MPEG-4 GRA001 Weeds clam,Weeds clam,GRA001,BQ,MPEG-4,7.29,3.6609,AC,2007-01-18 16:32:29.000,2006-10-16 22:55:04.000
182227,JOH002 C3 daft-days,AJ AB-CG JOH002 C3 daft-days,C3 daft-days,JOH002,AJ,AB-CG,1.59,1.1392,IN,2006-12-21 17:07:35.000,2005-05-22 21:58:06.000
184818,CHA009 Cast hocus-pocus biophilia,CK DV CHA009 Cast hocus-pocus biophilia,Cast hocus-pocus biophilia,CHA009,CK,DV,5.79,3.6391,QC,2006-12-30 06:06:41.000,2005-09-06 03:05:28.000
185093,CHA009 Dozen cockpit,AB DVD-9 CHA009 Dozen cockpit,Dozen cockpit,CHA009,AB,DVD-9,8.89,5.0642,AC,2006-02-10 22:38:35.000,2006-11-08 18:24:14.000
185396,ANG002 Play twig,BI DVD-18 ANG002 Play twig,Play twig,ANG002,BI,DVD-18,11.29,6.3542,IN,2006-05-06 13:10:15.000,2005-09-14 09:19:26.000
186023,CHR003 Receipt sam sickness,BK ALS CHR003 Receipt sam sickness,Receipt sam sickness,CHR003,BK,ALS,0.59,0.4883,AC,2005-11-23 23:43:14.000,2005-07-04 00:49:45.000
186145,IRW001 Gastronomy colophonian,BM AB-ACD IRW001 Gastronomy colophonian,Gastronomy colophonian,IRW001,BM,AB-ACD,2.39,1.3351,AC,2005-07-31 03:55:33.000,2006-01-04 13:59:40.000
186153,MAR007 Black-water famine,BX BSMP MAR007 Black-water famine,Black-water famine,MAR007,BX,BSMP,0.99,0.4744,AC,2007-02-19 06:11:52.000,2005-09-09 03:01:20.000
186377,ING001 Polypill potus,AU RA ING001 Polypill potus,Polypill potus,ING001,AU,RA,0.39,0.2795,AC,2006-09-11 13:51:41.000,2006-11-13 02:54:25.000
186446,CEL003 Care legal,AL HSMP CEL003 Care legal,Care legal,CEL003,AL,HSMP,0.79,0.4074,AC,2005-11-27 23:39:12.000,2006-02-26 07:42:52.000
187408,IND003 Leiotrichous navvy,BR HMCS IND003 Leiotrichous navvy,Leiotrichous navvy,IND003,BR,HMCS,1.79,0.9146,AC,2006-08-07 12:46:41.000,2007-03-18 14:27:10.000
187464,DIA001 Wicket somebody’s,BC AB-Z3 DIA001 Wicket somebody’s,Wicket somebody’s,DIA001,BC,AB-Z3,1.99,0.8474,AC,2005-10-04 07:52:15.000,2005-10-06 18:58:27.000
187919,CAS006 Cop droogish,BP DSD CAS006 Cop droogish,Cop droogish,CAS006,BP,DSD,4.99,2.4286,AC,2006-10-21 18:52:46.000,2005-11-02 07:36:48.000
188956,SAN003 Tsar tontine slippers,AJ AB-ACD SAN003 Tsar tontine slippers,Tsar tontine slippers,SAN003,AJ,AB-ACD,2.79,1.3351,AC,2006-01-17 23:40:32.000,2006-09-01 07:48:57.000
188999,ARA001 Moon ton rock,BE ALS ARA001 Moon ton rock,Moon ton rock,ARA001,BE,ALS,0.69,0.4883,AC,2006-09-19 08:11:50.000,2005-11-13 08:35:04.000
189021,CLA013 Cd rarest,AD DVD-18 CLA013 Cd rarest,Cd rarest,CLA013,AD,DVD-18,10.79,6.3542,AC,2006-06-09 01:10:05.000,2006-01-16 09:40:23.000
189366,JAM001 Demutualisation blouse rasorial,CL MCA JAM001 Demutualisation blouse rasorial,Demutualisation blouse rasorial,JAM001,CL,MCA,4.39,2.2672,AC,2005-11-27 21:00:48.000,2007-03-24 22:16:58.000
189924,ANE001 Copy tintinnabulation,AN DVD-10 ANE001 Copy tintinnabulation,Copy tintinnabulation,ANE001,AN,DVD-10,9.89,5.9432,AC,2005-11-16 02:13:30.000,2005-08-28 17:12:39.000
190133,DEN002 Denglisch on,AQ AB-Z3 DEN002 Denglisch on,Denglisch on,DEN002,AQ,AB-Z3,1.69,0.8474,AC,2006-07-12 04:47:13.000,2006-09-25 04:32:55.000
190751,CUN001 Jerusalem symploce,AM HSMP CUN001 Jerusalem symploce,Jerusalem symploce,CUN001,AM,HSMP,1.19,0.4074,AC,2006-07-03 21:48:02.000,2006-12-27 18:17:20.000
190828,NUN001 Star proteomics,BD HSMP NUN001 Star proteomics,Star proteomics,NUN001,BD,HSMP,0.99,0.4074,AC,2006-02-05 21:02:31.000,2006-03-02 08:55:16.000
191822,VAN002 Views lexicographers,AJ MPEG-2 VAN002 Views lexicographers,Views lexicographers,VAN002,AJ,MPEG-2,5.99,3.0547,AC,2007-01-07 00:59:38.000,2005-06-10 23:28:53.000
191941,ELE001 Much gravitas,CD SACD ELE001 Much gravitas,Much gravitas,ELE001,CD,SACD,7.19,3.2358,AC,2007-01-31 01:25:18.000,2006-07-11 13:16:05.000
191943,CED001 City longue,BN AB-CG CED001 City longue,City longue,CED001,BN,AB-CG,2.09,1.1392,AC,2005-06-01 23:34:58.000,2005-07-18 14:56:18.000
192069,TIZ001 Mickey wet,CL SACD TIZ001 Mickey wet,Mickey wet,TIZ001,CL,SACD,6.79,3.2358,QC,2006-06-19 16:46:04.000,2005-10-22 20:21:14.000
192129,JON001 Survivability easy,AR DV JON001 Survivability easy,Survivability easy,JON001,AR,DV,6.19,3.6391,AC,2006-01-09 15:56:20.000,2006-12-28 02:04:13.000
193015,CAM001 Swoop fanfaronade,BV MCA CAM001 Swoop fanfaronade,Swoop fanfaronade,CAM001,BV,MCA,4.29,2.2672,AC,2006-10-22 14:21:51.000,2006-07-04 10:58:28.000
193607,LUD001 Understand lounge,BO DV LUD001 Understand lounge,Understand lounge,LUD001,BO,DV,6.09,3.6391,AC,2007-02-12 01:01:55.000,2007-03-27 11:25:07.000
193759,JET001 Pigs yard,BN DVD-5 JET001 Pigs yard,Pigs yard,JET001,BN,DVD-5,8.19,4.8076,AC,2007-01-15 15:17:24.000,2007-03-26 20:18:00.000
193842,JER011 Country warchalking,AF H.264 JER011 Country warchalking,Country warchalking,JER011,AF,H.264,0.29,0.1866,AC,2007-03-05 01:55:45.000,2005-11-21 04:11:55.000
193861,JEF004 Shivaree chunder,BI 3GPP JEF004 Shivaree chunder,Shivaree chunder,JEF004,BI,3GPP,2.79,1.6078,QC,2007-04-05 15:36:09.000,2007-01-09 09:09:58.000
194757,"FAB001 Mother, absquatulate","CF HMC FAB001 Mother, absquatulate","Mother, absquatulate",FAB001,CF,HMC,3.39,1.5089,AC,2006-09-28 02:33:44.000,2006-06-06 20:36:48.000
194839,NIC001 Eyot. dickens,BG DV NIC001 Eyot. dickens,Eyot. dickens,NIC001,BG,DV,6.09,3.6391,AC,2006-09-05 22:41:43.000,2007-02-17 22:51:30.000
194844,CAR005 Friend tub quidnunc,CI SACD CAR005 Friend tub quidnunc,Friend tub quidnunc,CAR005,CI,SACD,7.29,3.2358,AC,2006-05-06 18:22:01.000,2006-07-05 02:56:12.000
195136,DES001 Towel cleanskin,BJ AB-Z3 DES001 Towel cleanskin,Towel cleanskin,DES001,BJ,AB-Z3,1.79,0.8474,AC,2006-08-19 17:34:00.000,2006-03-13 09:10:11.000
195583,CON001 Insinuendo feckless,BC BSMP CON001 Insinuendo feckless,Insinuendo feckless,CON001,BC,BSMP,1.09,0.4744,AC,2005-07-08 21:46:28.000,2006-10-19 13:51:07.000
195797,RIC001 Pluton first:,AQ HMC RIC001 Pluton first:,Pluton first:,RIC001,AQ,HMC,3.09,1.5089,AC,2006-04-28 00:00:09.000,2005-06-08 23:12:32.000
195954,AUR001 Memoir fainites,CL HMCS AUR001 Memoir fainites,Memoir fainites,AUR001,CL,HMCS,1.39,0.9146,QC,2006-11-08 18:15:58.000,2005-06-23 16:43:27.000
196152,JAY001 Shindig seaborgium,AN MPEG-1 JAY001 Shindig seaborgium,Shindig seaborgium,JAY001,AN,MPEG-1,2.79,1.5744,AC,2005-06-28 23:23:52.000,2005-06-16 07:26:17.000
196228,JOH001 Sabermetrician borborygmus,BJ MPEG-2 JOH001 Sabermetrician borborygmus,Sabermetrician borborygmus,JOH001,BJ,MPEG-2,5.89,3.0547,AC,2007-02-25 20:00:34.000,2005-07-05 22:32:59.000
196243,CAS007 Grime braggadocious,BP RA CAS007 Grime braggadocious,Grime braggadocious,CAS007,BP,RA,0.49,0.2795,AC,2006-04-14 09:48:01.000,2006-12-14 08:34:44.000
196853,ROS009 Fustilugs hungarian room,CI Sorenson ROS009 Fustilugs hungarian room,Fustilugs hungarian room,ROS009,CI,Sorenson,6.29,3.6462,AC,2007-03-01 13:23:14.000,2006-07-16 10:01:48.000
197105,EUL001 Duck! eco-driving,CC xVid EUL001 Duck! eco-driving,Duck! eco-driving,EUL001,CC,xVid,3.99,1.8227,AC,2005-11-24 06:51:32.000,2007-02-02 09:38:24.000
197681,ISS001 Graft robinson,AK SACD ISS001 Graft robinson,Graft robinson,ISS001,AK,SACD,7.19,3.2358,AC,2006-04-12 23:18:18.000,2007-03-04 04:41:21.000
